State,Month,Day_of_Week,Time_of_Day,Weather_Conditions,Road_Conditions,Light_Conditions,Type_of_Road,Death By Road Type,Type_of_Junction,Type_of_Accident,Vehicle_Type,Death By Vehicle Type,Driver_Age_Group,Num_Vehicles_Involved,Category_Of_Num_Vehicles,Total_Death_Crashes_By_Category,Num_Casualties,Speed_Limit,Distance_to_Nearest_Hospital,Distance_to_Nearest_Police_Station,Visibility,Road_Width,Road_Surface_Friction_Coefficient,Vehicle_Speed,Time_Taken_for_Emergency_Response,Speeding_Violation,Speeding_Factor,Hospital_Distance_Range,Population,"Deaths per 100,000 population",Deaths Due To Alcohol Involvement,Percentage Of Seat Belt Usage,Deaths With Seat Belt,Deaths Without Seat Belt
Ohio,1,Wednesday,06:56:48,Snowy,Dry,Daylight,Urban,721,Intersection,Cyclist involved,Pedestrian,160,Senior,1,Single-vehicle,637,2.0,58.0,1.974323987,0.721954281,862.0044925,4.983628894,0.762576729,67.0,5.251636937,True,1.1551724137931034,0-3 km,11756058,10.8,539,81,307,402
South Dakota,1,Tuesday,18:01:47,Snowy,Icy,Dusk,Highway,0,T-Junction,Side collision,Bicycle,2,Senior,1,Single-vehicle,76,2.0,59.0,9.044280808,0.864832105,322.0150603,6.524325475,0.669271571,83.0,27.49568638,True,1.4067796610169492,6-10 km,909824,15.1,28,88,35,51
Wyoming,1,Tuesday,08:30:09,Snowy,Wet,Daylight,Street,1,Overpass,Side collision,Car,32,Senior,3,Multiple-vehicle,50,3.0,44.0,1.847566909,5.205913652,205.0499331,9.381128861,0.707829719,55.0,8.99092101,True,1.25,0-3 km,581381,23.0,42,78,26,61
Pennsylvania,2,Wednesday,07:46:19,Sunny,Muddy,Daylight,Rural,487,Intersection,Side collision,Bicycle,15,Young Adult,5,Multiple-vehicle,575,3.0,35.0,7.980434214,8.735172943,522.0302914,8.297227185,0.552662287,41.0,8.99092101,True,1.1714285714285717,6-10 km,12972008,9.1,320,90,263,342
Alaska,2,Sunday,20:27:10,Sunny,Dry,Night,Urban,41,T-Junction,Rear-end collision,Car,27,Young Adult,3,Multiple-vehicle,44,2.0,62.0,3.31400277,5.954230273,954.1055627,5.619000491,0.205612421,74.0,8.99092101,True,1.1935483870967742,3-6 km,733583,11.2,39,92,31,17
New Hampshire,2,Wednesday,02:55:46,Snowy,Muddy,Night,Rural,77,Underpass,Cyclist involved,Truck,1,Teenager,4,Multiple-vehicle,64,1.0,40.0,1.244705938,4.327182435,427.3524025,5.619000491,0.190767453,86.0,11.11735277,True,2.15,0-3 km,1395231,10.5,66,77,26,55
New Hampshire,1,Thursday,04:08:07,Snowy,Snowy,Night,Freeway,0,Roundabout,Rollover,Car,42,Adult,4,Multiple-vehicle,64,3.0,40.0,2.479783211,8.846313152,366.5708619,9.784389993,0.859992438,90.0,11.11735277,False,2.25,0-3 km,1395231,10.5,66,77,26,55
Wisconsin,2,Tuesday,15:30:40,Sunny,Icy,Daylight,Freeway,1,Roundabout,Rear-end collision,Pedestrian,72,Senior,4,Multiple-vehicle,276,3.0,58.0,0.745953565,6.575085909,431.4417257,9.605120999,0.918987684,90.0,6.791146853,False,1.5517241379310345,0-3 km,5892539,10.1,60,88,166,166
Iowa,1,Sunday,08:34:40,Rainy,Snowy,Daylight,Freeway,2,Intersection,Head-on collision,Truck,16,Senior,2,Multiple-vehicle,164,0.0,46.0,2.330287503,4.874011413,422.7924922,8.306365056,0.344398448,62.0,10.34929509,True,1.3478260869565215,0-3 km,3200517,10.6,92,96,107,104
Alabama,1,Sunday,00:33:32,Stormy,Muddy,Night,Highway,1,Underpass,Head-on collision,Motorcycle,97,Teenager,5,Multiple-vehicle,457,0.0,33.0,9.220947591,8.063973605,840.1608999,8.380418154,0.516796535,80.0,18.62688519,True,2.4242424242424243,6-10 km,5074296,19.5,344,93,283,364
Nebraska,1,Sunday,09:26:29,Rainy,Wet,Daylight,Rural,149,Crossroads,Side collision,Bicycle,0,Teenager,5,Multiple-vehicle,151,3.0,31.0,5.981507398,1.394304722,602.5676143,5.841908371,0.6129726,54.0,20.00353978,True,1.7419354838709675,3-6 km,1967923,12.4,106,76,62,86
North Dakota,2,Saturday,03:39:27,Sunny,Muddy,Night,Urban,16,Overpass,Run-off-road,Pedestrian,6,Teenager,5,Multiple-vehicle,55,2.0,63.0,6.640396782,4.61964592,386.9057913,5.528828412,0.920642728,60.0,29.56572179,False,0.9523809523809524,6-10 km,779261,12.6,41,81,13,41
Arizona,2,Tuesday,11:51:28,Sunny,Snowy,Daylight,Street,53,T-Junction,Rear-end collision,Bicycle,50,Senior,5,Multiple-vehicle,608,1.0,31.0,8.69146874,3.25899811,301.3352555,3.194155814,0.828923945,15.0,7.483691018,False,0.4838709677419355,6-10 km,7359197,17.7,189,87,241,269
Connecticut,2,Tuesday,19:59:02,Rainy,Muddy,Night,Street,4,T-Junction,Run-off-road,Car,135,Adult,2,Multiple-vehicle,170,3.0,57.0,3.303605919,3.139351249,485.6490115,4.886202343,0.904970845,45.0,25.15278073,False,0.7894736842105263,3-6 km,3626205,9.9,141,92,83,76
Colorado,2,Monday,11:08:51,Rainy,Icy,Daylight,Urban,463,Intersection,Run-off-road,Motorcycle,149,Young Adult,3,Multiple-vehicle,367,1.0,69.0,0.665111064,8.162097953,317.0394936,7.577006271,0.383222964,56.0,21.42329765,False,0.8115942028985508,0-3 km,5839926,13.1,288,87,225,235
Michigan,1,Friday,02:52:57,Stormy,Wet,Night,Urban,690,Intersection,Rollover,Pedestrian,169,Teenager,1,Single-vehicle,578,1.0,50.0,2.609226308,6.311503788,261.0227751,9.159969867,0.870058087,81.0,16.94504061,True,1.62,0-3 km,10034113,11.2,180,93,333,233
North Dakota,1,Saturday,05:48:03,Sunny,Dry,Dawn,Freeway,0,Overpass,Rollover,Motorcycle,21,Senior,5,Multiple-vehicle,55,3.0,45.0,3.403464449,6.368924198,686.4616431,9.159969867,0.357266295,52.0,5.31340657,True,1.1555555555555554,3-6 km,779261,12.6,41,81,13,41
Delaware,2,Tuesday,08:26:45,Rainy,Dry,Daylight,Highway,0,Overpass,Rear-end collision,Truck,1,Adult,4,Multiple-vehicle,95,1.0,63.0,8.748099527,4.356590709,889.7077186,7.166643769,0.406449176,93.0,5.31340657,True,1.4761904761904765,6-10 km,1018396,15.9,46,90,61,36
Wyoming,1,Sunday,00:54:20,Rainy,Wet,Night,Freeway,1,Roundabout,Rollover,Bicycle,1,Teenager,4,Multiple-vehicle,50,0.0,37.0,0.794840516,2.881737541,657.2647202,8.388508068,0.31129174,12.0,13.50765038,False,0.3243243243243243,0-3 km,581381,23.0,42,78,26,61
Hawaii,1,Monday,00:20:14,Stormy,Snowy,Night,Urban,101,Overpass,Side collision,Bicycle,7,Adult,4,Multiple-vehicle,50,2.0,55.0,2.772705101,7.630475758,203.0074177,3.29389745,0.639997761,16.0,26.25779471,False,0.2909090909090909,0-3 km,1440196,8.1,28,96,24,16
Utah,2,Saturday,03:56:22,Stormy,Wet,Night,Highway,0,Underpass,Cyclist involved,Pedestrian,45,Teenager,4,Multiple-vehicle,139,2.0,55.0,2.427139006,4.897048908,747.3819329,6.957676597,0.343731259,98.0,26.82367418,False,1.7818181818181815,0-3 km,3380800,9.4,117,90,80,87
Idaho,1,Tuesday,20:44:10,Sunny,Snowy,Night,Rural,164,T-Junction,Pedestrian involved,Motorcycle,27,Teenager,2,Multiple-vehicle,102,3.0,68.0,7.443435741,4.638688462,641.8108261,4.659294441,0.778186049,96.0,6.394800391,True,1.411764705882353,6-10 km,1939033,11.1,80,88,54,84
Alabama,1,Wednesday,14:16:16,Stormy,Icy,Daylight,Rural,549,Roundabout,Pedestrian involved,Motorcycle,97,Senior,4,Multiple-vehicle,457,0.0,37.0,4.651464314,6.78442002,618.3101365,5.183788711,0.280493646,72.0,6.394800391,True,1.945945945945946,3-6 km,5074296,19.5,344,93,283,364
Wyoming,2,Sunday,05:02:53,Stormy,Icy,Dawn,Highway,1,T-Junction,Rollover,Bicycle,1,Teenager,2,Multiple-vehicle,50,0.0,67.0,6.279944746,2.258264511,686.8469,7.485780498,0.600350001,38.0,5.667352093,False,0.5671641791044776,6-10 km,581381,23.0,42,78,26,61
Minnesota,2,Thursday,12:43:46,Snowy,Dry,Daylight,Freeway,3,Intersection,Rollover,Motorcycle,82,Young Adult,1,Single-vehicle,220,1.0,42.0,6.5088529,9.494393544,474.1431502,8.802388804,0.783115311,92.0,24.97156119,True,2.1904761904761907,6-10 km,5717184,7.8,160,93,154,80
North Carolina,1,Wednesday,12:36:17,Stormy,Icy,Daylight,Freeway,0,Intersection,Rear-end collision,Motorcycle,220,Young Adult,1,Single-vehicle,877,0.0,68.0,3.642014161,1.391196504,141.1930125,3.341564225,0.55052556,73.0,7.759263146,True,1.0735294117647058,3-6 km,10698973,15.2,384,91,530,512
Arkansas,2,Friday,10:59:34,Stormy,Wet,Daylight,Rural,359,Crossroads,Head-on collision,Pedestrian,79,Senior,2,Multiple-vehicle,317,0.0,31.0,6.874483423,4.102247581,700.1857542,5.004314227,0.90305204,63.0,12.40735337,True,2.032258064516129,6-10 km,3045637,21.1,237,79,165,191
Maryland,1,Saturday,01:22:19,Snowy,Muddy,Night,Urban,526,Intersection,Head-on collision,Pedestrian,128,Young Adult,4,Multiple-vehicle,274,0.0,67.0,9.057067252,3.061148785,907.9129957,8.049692959,0.987823409,63.0,27.6048956,False,0.9402985074626866,6-10 km,6164660,9.1,208,93,154,150
Tennessee,1,Saturday,15:55:17,Sunny,Icy,Daylight,Urban,779,Intersection,Pedestrian involved,Pedestrian,210,Senior,3,Multiple-vehicle,604,1.0,43.0,0.906521391,8.797127878,468.877924,4.356815924,0.976366528,9.0,24.05971892,False,0.2093023255813953,0-3 km,7051339,18.6,446,91,378,438
Tennessee,1,Monday,11:27:23,Rainy,Muddy,Daylight,Rural,535,Intersection,Rear-end collision,Car,469,Adult,3,Multiple-vehicle,604,0.0,43.0,6.215137262,1.202410797,658.1075979,4.356815924,0.489069324,73.0,6.899902615,True,1.697674418604651,6-10 km,7051339,18.6,446,91,378,438
Tennessee,2,Tuesday,16:44:59,Snowy,Dry,Daylight,Freeway,0,Underpass,Rear-end collision,Bicycle,15,Teenager,5,Multiple-vehicle,604,2.0,64.0,7.980941747,8.159164181,307.9589642,6.796229445,0.124336612,4.0,6.899902615,False,0.0625,6-10 km,7051339,18.6,446,91,378,438
Georgia,2,Friday,18:46:20,Snowy,Dry,Dusk,Rural,637,Intersection,Cyclist involved,Truck,51,Teenager,5,Multiple-vehicle,787,2.0,70.0,2.563037075,2.187370893,193.673069,3.7162352,0.261380095,83.0,24.01522853,True,1.1857142857142855,0-3 km,10912876,16.5,466,89,461,527
Colorado,1,Thursday,17:29:33,Snowy,Dry,Daylight,Freeway,2,Roundabout,Pedestrian involved,Car,224,Adult,5,Multiple-vehicle,367,0.0,70.0,7.684978719,5.984055261,606.4547084,8.220247147,0.685363128,62.0,24.01522853,False,0.8857142857142857,6-10 km,5839926,13.1,288,87,225,235
Utah,1,Monday,10:56:16,Sunny,Snowy,Daylight,Highway,0,Roundabout,Rollover,Car,106,Senior,1,Single-vehicle,180,1.0,70.0,6.424397721,6.548167014,448.6094631,6.749006182,0.987827908,62.0,10.61888895,False,0.8857142857142857,6-10 km,3380800,9.4,117,90,80,87
Nebraska,1,Saturday,01:37:32,Stormy,Icy,Night,Street,0,Roundabout,Cyclist involved,Bicycle,0,Teenager,3,Multiple-vehicle,151,3.0,34.0,8.098040824,1.313550462,542.8170991,7.079326509,0.853811593,17.0,15.71695924,False,0.5,6-10 km,1967923,12.4,106,76,62,86
South Dakota,1,Wednesday,18:24:02,Sunny,Snowy,Dusk,Highway,0,Overpass,Rollover,Car,43,Adult,4,Multiple-vehicle,61,3.0,34.0,6.832978925,5.323778008,120.0483575,4.829136605,0.280773198,9.0,29.18342531,False,0.2647058823529412,6-10 km,909824,15.1,28,88,35,51
Minnesota,2,Tuesday,22:25:21,Stormy,Muddy,Night,Rural,235,Underpass,Rollover,Truck,7,Young Adult,5,Multiple-vehicle,224,1.0,46.0,5.168736439,5.860851843,872.8344774,7.094670171,0.29330356,58.0,18.09853917,True,1.2608695652173914,3-6 km,5717184,7.8,160,93,154,80
Arkansas,1,Wednesday,20:51:39,Snowy,Wet,Night,Freeway,0,Overpass,Rear-end collision,Bicycle,6,Senior,5,Multiple-vehicle,317,1.0,58.0,3.993942754,6.513107788,745.9909335,4.92272952,0.597304453,31.0,14.01122943,False,0.5344827586206896,3-6 km,3045637,21.1,237,79,165,191
Minnesota,2,Saturday,22:56:42,Rainy,Icy,Night,Rural,235,Roundabout,Rear-end collision,Truck,7,Senior,3,Multiple-vehicle,224,0.0,68.0,5.781641205,7.65633619,643.3730411,8.744911234,0.203913374,89.0,12.7964948,True,1.3088235294117647,3-6 km,5717184,7.8,160,93,154,80
Massachusetts,1,Saturday,16:04:25,Sunny,Muddy,Daylight,Highway,4,T-Junction,Head-on collision,Bicycle,9,Young Adult,3,Multiple-vehicle,168,3.0,53.0,2.871163548,3.597808687,886.3857095,7.295969785,0.734955937,14.0,6.133317789,False,0.2641509433962264,0-3 km,6981974,6.2,204,77,96,137
Oregon,2,Tuesday,22:18:17,Rainy,Wet,Night,Rural,322,Roundabout,Cyclist involved,Bicycle,12,Young Adult,1,Single-vehicle,336,3.0,44.0,7.869613886,7.418610815,572.8679225,7.600277319,0.913791093,12.0,27.76653389,False,0.2727272727272727,6-10 km,4240137,14.2,210,97,193,110
Colorado,1,Friday,22:31:16,Snowy,Snowy,Night,Freeway,2,T-Junction,Cyclist involved,Pedestrian,108,Adult,3,Multiple-vehicle,367,2.0,43.0,4.936039093,0.516955291,188.4433243,6.882666625,0.193301225,79.0,17.73603997,True,1.837209302325581,3-6 km,5839926,13.1,288,87,225,235
Iowa,1,Thursday,09:37:06,Sunny,Dry,Daylight,Highway,2,Underpass,Rear-end collision,Car,121,Adult,3,Multiple-vehicle,164,2.0,69.0,2.190033432,2.516160275,561.7044781,4.505524471,0.831729754,97.0,13.3329181,True,1.4057971014492754,0-3 km,3200517,10.6,92,96,107,104
Wyoming,1,Monday,16:18:50,Snowy,Wet,Daylight,Urban,19,Roundabout,Cyclist involved,Car,32,Teenager,3,Multiple-vehicle,50,1.0,61.0,0.403899675,5.372387765,482.3659024,6.596945798,0.169245461,93.0,24.08705409,True,1.524590163934426,0-3 km,581381,23.0,42,78,26,61
New Mexico,2,Thursday,12:30:44,Snowy,Muddy,Daylight,Urban,202,Overpass,Pedestrian involved,Bicycle,4,Senior,3,Multiple-vehicle,210,0.0,56.0,9.779092345,5.505620746,600.593583,6.596945798,0.197929692,45.0,9.264733434,False,0.8035714285714286,6-10 km,2113344,22.1,150,90,119,148
Virginia,2,Monday,07:33:23,Foggy,Snowy,Daylight,Freeway,3,Intersection,Head-on collision,Bicycle,11,Young Adult,4,Multiple-vehicle,429,0.0,47.0,3.712806511,6.279362813,852.5341908,6.596945798,0.784365595,16.0,5.113565373,False,0.3404255319148936,3-6 km,8683619,11.6,414,76,280,379
North Dakota,1,Monday,20:52:17,Sunny,Snowy,Night,Highway,0,Underpass,Run-off-road,Motorcycle,21,Senior,2,Multiple-vehicle,55,3.0,46.0,6.908396755,8.877022454,121.4144846,3.353159865,0.476901357,16.0,18.59587819,False,0.3478260869565217,6-10 km,779261,12.6,41,81,13,41
Arkansas,1,Sunday,13:24:51,Snowy,Icy,Daylight,Rural,359,Roundabout,Head-on collision,Bicycle,6,Young Adult,4,Multiple-vehicle,317,1.0,55.0,1.866609163,1.033560931,526.6140005,9.996394394,0.370413045,93.0,7.165859896,True,1.690909090909091,0-3 km,3045637,21.1,237,79,165,191
Kansas,1,Wednesday,07:33:39,Stormy,Snowy,Daylight,Highway,1,Crossroads,Run-off-road,Truck,16,Teenager,4,Multiple-vehicle,190,1.0,64.0,3.244303652,6.879630017,346.5914174,3.159675526,0.618853547,56.0,23.25372094,False,0.875,3-6 km,2937150,14.0,116,87,114,148
Massachusetts,2,Saturday,14:29:08,Rainy,Wet,Daylight,Highway,4,Crossroads,Head-on collision,Truck,3,Senior,1,Single-vehicle,266,1.0,64.0,2.225333272,6.46622982,646.5268811,3.799957035,0.14427676,56.0,23.41193481,False,0.875,0-3 km,6981974,6.2,204,77,96,137
Montana,1,Saturday,18:19:21,Rainy,Muddy,Dusk,Freeway,2,Crossroads,Side collision,Motorcycle,37,Teenager,2,Multiple-vehicle,91,2.0,48.0,9.536478761,7.405513402,506.6186748,5.835578781,0.200621188,39.0,10.98612842,False,0.8125,6-10 km,1122867,19.0,97,93,52,85
Louisiana,2,Saturday,09:45:14,Stormy,Muddy,Daylight,Urban,490,Roundabout,Head-on collision,Car,270,Young Adult,5,Multiple-vehicle,391,1.0,49.0,4.981248902,7.555297055,718.5693392,4.353054964,0.54158268,21.0,16.89233758,False,0.4285714285714285,3-6 km,4590241,19.7,362,86,205,282
West Virginia,2,Monday,12:49:28,Rainy,Muddy,Daylight,Rural,174,Underpass,Rear-end collision,Bicycle,2,Young Adult,4,Multiple-vehicle,103,3.0,44.0,0.357039599,1.020107318,959.7084554,5.516463158,0.22014096,91.0,22.21726753,True,2.0681818181818183,0-3 km,1775156,14.9,102,93,57,85
Texas,2,Thursday,20:35:42,Sunny,Muddy,Night,Rural,1,Roundabout,Run-off-road,Bicycle,91,Young Adult,2,Multiple-vehicle,2,0.0,30.0,6.696129848,7.228543165,138.304874,8.591492362,0.922840515,35.0,23.30307747,True,1.1666666666666667,6-10 km,30029572,14.7,1,90,1,1
Washington,1,Wednesday,08:15:14,Snowy,Wet,Daylight,Highway,6,Crossroads,Cyclist involved,Car,240,Senior,3,Multiple-vehicle,342,0.0,30.0,4.891413357,9.743536944,486.0817652,6.122718602,0.973269314,28.0,25.82132119,False,0.9333333333333332,3-6 km,7785786,9.4,240,94,212,156
New York,2,Tuesday,17:40:44,Stormy,Icy,Daylight,Rural,278,Underpass,Cyclist involved,Motorcycle,185,Adult,1,Single-vehicle,688,3.0,45.0,1.262210498,3.049456435,351.2144808,3.738273088,0.392609481,18.0,18.55993098,False,0.4,0-3 km,19677151,6.0,282,92,324,203
Vermont,1,Tuesday,01:33:59,Foggy,Dry,Night,Street,0,Underpass,Rollover,Pedestrian,6,Young Adult,5,Multiple-vehicle,33,0.0,37.0,9.875233388,9.603788268,491.28812,7.644511071,0.355253017,24.0,18.55993098,False,0.6486486486486487,6-10 km,647064,11.7,31,90,18,27
Vermont,1,Sunday,08:00:24,Rainy,Muddy,Daylight,Rural,64,Intersection,Cyclist involved,Pedestrian,6,Adult,4,Multiple-vehicle,33,3.0,49.0,5.86665253,8.898418768,664.4443665,7.644511071,0.295618748,10.0,18.55993098,False,0.2040816326530612,3-6 km,647064,11.7,31,90,18,27
North Carolina,1,Friday,18:52:33,Foggy,Wet,Dusk,Freeway,0,Underpass,Pedestrian involved,Car,649,Senior,5,Multiple-vehicle,753,1.0,33.0,1.468814875,0.674070624,151.6988441,6.614288876,0.974245983,90.0,28.82194784,False,2.727272727272727,0-3 km,10698973,15.2,384,91,530,512
North Dakota,1,Tuesday,22:33:51,Sunny,Icy,Night,Street,0,Overpass,Pedestrian involved,Pedestrian,6,Senior,1,Single-vehicle,43,3.0,30.0,4.781272277,5.136492724,934.0296202,8.650907009,0.218057947,45.0,7.766431756,True,1.5,3-6 km,779261,12.6,41,81,13,41
Illinois,1,Monday,05:25:25,Rainy,Snowy,Dawn,Street,8,Intersection,Cyclist involved,Car,474,Young Adult,1,Single-vehicle,621,0.0,30.0,1.258060565,6.150004747,277.4602411,4.670070668,0.259070607,99.0,24.50355501,False,3.3,0-3 km,12582032,10.1,367,93,339,276
Minnesota,2,Monday,16:03:02,Rainy,Snowy,Daylight,Street,3,Crossroads,Head-on collision,Pedestrian,43,Senior,5,Multiple-vehicle,224,3.0,33.0,9.511426317,3.834983261,459.9313813,7.093322311,0.706368071,61.0,24.50355501,True,1.8484848484848484,6-10 km,5717184,7.8,160,93,154,80
Tennessee,1,Wednesday,19:02:34,Snowy,Snowy,Night,Urban,779,Underpass,Run-off-road,Truck,29,Young Adult,3,Multiple-vehicle,604,1.0,59.0,9.31122513,8.623721108,180.0011922,4.446154873,0.208391932,49.0,12.36023605,False,0.8305084745762712,6-10 km,7051339,18.6,446,91,378,438
Alaska,2,Tuesday,21:17:41,Sunny,Snowy,Night,Rural,39,Crossroads,Cyclist involved,Bicycle,2,Senior,5,Multiple-vehicle,44,2.0,54.0,8.775735066,2.314501535,855.8775553,4.942885577,0.938282082,89.0,12.53149258,True,1.648148148148148,6-10 km,733583,11.2,39,92,31,17
Missouri,2,Sunday,12:19:33,Rainy,Dry,Daylight,Freeway,3,Intersection,Pedestrian involved,Pedestrian,128,Senior,2,Multiple-vehicle,495,2.0,66.0,0.888187969,5.629540443,462.1590476,5.876543999,0.185350189,41.0,18.1551962,False,0.6212121212121212,0-3 km,6177957,17.1,396,89,245,369
Oklahoma,2,Thursday,13:34:06,Rainy,Icy,Daylight,Urban,288,Roundabout,Rear-end collision,Motorcycle,93,Teenager,2,Multiple-vehicle,349,1.0,57.0,2.53533585,0.557790115,379.8612214,7.89830007,0.677832443,92.0,20.16257999,True,1.6140350877192982,0-3 km,4019800,17.7,304,80,193,223
Massachusetts,2,Thursday,23:59:56,Snowy,Snowy,Night,Highway,4,Roundabout,Pedestrian involved,Truck,3,Teenager,1,Single-vehicle,266,0.0,60.0,6.468271032,5.082177169,985.3542797,7.89830007,0.168262016,23.0,28.29404987,False,0.3833333333333333,6-10 km,6981974,6.2,204,77,96,137
Wyoming,1,Saturday,21:03:41,Foggy,Snowy,Night,Highway,1,Underpass,Run-off-road,Bicycle,1,Teenager,3,Multiple-vehicle,50,0.0,34.0,2.959637181,7.168799347,701.8537097,9.610132486,0.350497593,23.0,18.99747606,False,0.6764705882352942,0-3 km,581381,23.0,42,78,26,61
Minnesota,2,Thursday,20:47:58,Snowy,Snowy,Night,Urban,206,Intersection,Pedestrian involved,Truck,7,Young Adult,1,Single-vehicle,220,3.0,39.0,5.576384698,3.114156036,809.2408217,6.071348,0.660869841,61.0,27.16475402,True,1.564102564102564,3-6 km,5717184,7.8,160,93,154,80
Arizona,1,Friday,21:27:13,Sunny,Dry,Night,Urban,849,T-Junction,Side collision,Motorcycle,232,Young Adult,5,Multiple-vehicle,608,1.0,63.0,6.091994455,9.891014949,351.9680498,6.071348,0.260504525,63.0,20.28868698,False,1.0,6-10 km,7359197,17.7,189,87,241,269
Kansas,2,Friday,21:00:22,Sunny,Muddy,Night,Rural,245,T-Junction,Cyclist involved,Bicycle,7,Young Adult,5,Multiple-vehicle,190,1.0,34.0,1.382131802,6.581011044,791.1197014,8.905238744,0.754021447,18.0,16.20339647,False,0.5294117647058824,0-3 km,2937150,14.0,116,87,114,148
Arkansas,1,Tuesday,22:39:22,Stormy,Snowy,Night,Freeway,0,T-Junction,Pedestrian involved,Bicycle,6,Teenager,1,Single-vehicle,326,2.0,62.0,0.688527655,9.141387358,225.8084126,4.727031075,0.225719931,78.0,21.40337373,True,1.2580645161290325,0-3 km,3045637,21.1,237,79,165,191
North Carolina,1,Saturday,06:31:17,Snowy,Wet,Daylight,Urban,664,Crossroads,Rear-end collision,Motorcycle,220,Young Adult,4,Multiple-vehicle,753,1.0,41.0,9.213570049,0.388739428,957.0799013,4.698951663,0.239382326,78.0,21.40337373,False,1.902439024390244,6-10 km,10698973,15.2,384,91,530,512
Wyoming,2,Wednesday,18:46:44,Sunny,Icy,Dusk,Highway,1,Crossroads,Head-on collision,Truck,12,Adult,2,Multiple-vehicle,50,2.0,37.0,6.368695574,1.967641237,149.9218812,7.203917668,0.66056645,15.0,7.16867098,False,0.4054054054054054,6-10 km,581381,23.0,42,78,26,61
Missouri,1,Thursday,10:22:35,Snowy,Muddy,Daylight,Freeway,3,Intersection,Side collision,Truck,32,Adult,4,Multiple-vehicle,495,1.0,33.0,3.958247672,1.915928848,844.7570736,5.957406588,0.481952117,21.0,18.91000255,False,0.6363636363636364,3-6 km,6177957,17.1,396,89,245,369
Mississippi,2,Tuesday,12:10:21,Foggy,Icy,Daylight,Urban,205,Underpass,Pedestrian involved,Pedestrian,81,Young Adult,3,Multiple-vehicle,308,0.0,42.0,2.788021412,1.921733215,265.2250748,4.212173025,0.800633916,83.0,23.28322947,True,1.9761904761904765,0-3 km,2940057,23.9,17,79,227,200
Arkansas,2,Friday,01:15:03,Foggy,Snowy,Night,Urban,284,T-Junction,Run-off-road,Pedestrian,79,Teenager,2,Multiple-vehicle,317,2.0,46.0,7.19886881,3.420910421,861.3807855,3.223224652,0.253681519,68.0,22.14359382,True,1.4782608695652173,6-10 km,3045637,21.1,237,79,165,191
West Virginia,1,Thursday,07:51:46,Rainy,Dry,Daylight,Urban,89,Intersection,Side collision,Motorcycle,42,Teenager,5,Multiple-vehicle,103,1.0,47.0,3.230231807,4.693686568,506.2695539,9.889747845,0.179137586,68.0,22.4901962,False,1.446808510638298,3-6 km,1775156,14.9,102,93,57,85
Tennessee,2,Monday,01:10:59,Foggy,Wet,Night,Freeway,0,Underpass,Side collision,Truck,29,Adult,1,Single-vehicle,710,2.0,47.0,1.828544748,6.843937399,514.229955,3.205392033,0.232548629,98.0,15.23727143,True,2.0851063829787235,0-3 km,7051339,18.6,446,91,378,438
Tennessee,1,Saturday,22:09:31,Stormy,Snowy,Night,Freeway,0,Underpass,Pedestrian involved,Truck,29,Teenager,5,Multiple-vehicle,604,1.0,64.0,7.068352438,6.064572579,829.1456231,7.808014866,0.908095965,79.0,15.23727143,True,1.234375,6-10 km,7051339,18.6,446,91,378,438
Nebraska,2,Thursday,08:07:24,Stormy,Dry,Daylight,Street,0,Roundabout,Head-on collision,Pedestrian,23,Young Adult,2,Multiple-vehicle,151,3.0,36.0,6.410105993,3.125269129,878.9377272,3.493176387,0.548820103,76.0,23.6527496,True,2.111111111111111,6-10 km,1967923,12.4,106,76,62,86
Hawaii,1,Monday,13:19:09,Rainy,Wet,Daylight,Rural,14,T-Junction,Head-on collision,Bicycle,7,Adult,3,Multiple-vehicle,50,3.0,61.0,8.100919255,7.307634318,170.6444735,9.765406027,0.597463824,16.0,29.18145834,False,0.2622950819672131,6-10 km,1440196,8.1,28,96,24,16
